delta, theta, alpha, beta, gamma, peak_freq, centroid, label
0.024123, 0.026671, 0.131082, 0.129063, 0.268923, 10.000000, 52.073696,no
0.039060, 0.040723, 0.156577, 0.180714, 0.272723, 10.000000, 43.897803,no
0.022339, 0.088087, 0.115905, 0.140095, 0.353344, 10.000000, 45.993996,no
0.049160, 0.059157, 0.152313, 0.145487, 0.280064, 10.000000, 46.232062,no
0.032937, 0.024893, 0.104551, 0.252470, 0.274926, 15.000000, 46.543065,no
0.081200, 0.024312, 0.086510, 0.154898, 0.298604, 10.000000, 49.195144,no
0.018979, 0.026542, 0.262518, 0.258443, 0.165361, 10.000000, 38.506802,no
0.046779, 0.091964, 0.132627, 0.192372, 0.199226, 10.000000, 43.813254,no
0.027433, 0.029279, 0.142847, 0.215403, 0.245289, 10.000000, 44.972561,no
0.041647, 0.020544, 0.196415, 0.145041, 0.299032, 10.000000, 43.791309,no
0.041601, 0.040160, 0.171067, 0.180614, 0.224335, 10.000000, 43.500488,no
0.022249, 0.041936, 0.173530, 0.166032, 0.226045, 10.000000, 49.046121,no
0.046306, 0.050335, 0.161112, 0.161078, 0.354784, 10.000000, 40.963623,no
0.022491, 0.036477, 0.136672, 0.159278, 0.304844, 10.000000, 48.359935,no
0.047935, 0.058508, 0.155581, 0.159491, 0.227664, 10.000000, 47.960599,no
0.024077, 0.025934, 0.135516, 0.190550, 0.331282, 10.000000, 46.107333,no
0.049076, 0.070038, 0.226243, 0.138417, 0.220756, 10.000000, 39.878249,no
0.023199, 0.016305, 0.172811, 0.266823, 0.230682, 10.000000, 42.953669,no
0.019544, 0.049539, 0.123635, 0.198340, 0.302252, 10.000000, 43.010512,no
0.014073, 0.022912, 0.222497, 0.119491, 0.219446, 10.000000, 46.503440,no
0.020423, 0.044101, 0.163595, 0.156384, 0.266462, 10.000000, 50.410037,no
0.069313, 0.096897, 0.133345, 0.190787, 0.293979, 10.000000, 45.419567,no
0.033821, 0.046300, 0.147150, 0.181645, 0.262982, 10.000000, 47.019126,no
0.036596, 0.026015, 0.133756, 0.086865, 0.321061, 10.000000, 49.146707,no
0.032579, 0.022012, 0.207948, 0.204840, 0.235251, 10.000000, 40.952856,no
0.057751, 0.057463, 0.180837, 0.160804, 0.234114, 10.000000, 41.508891,no
0.056615, 0.059482, 0.174322, 0.120892, 0.238045, 10.000000, 45.414502,no
0.015704, 0.039513, 0.225587, 0.136466, 0.289460, 10.000000, 44.613286,no
0.027663, 0.033080, 0.146894, 0.194678, 0.229160, 10.000000, 49.907674,no
0.023861, 0.039072, 0.130253, 0.184805, 0.258421, 10.000000, 49.723660,no
0.037896, 0.020636, 0.164322, 0.148694, 0.228894, 10.000000, 50.202504,no
0.038337, 0.052770, 0.216590, 0.160855, 0.264869, 10.000000, 41.534641,no
0.024337, 0.026659, 0.135415, 0.171585, 0.293325, 10.000000, 46.087350,no
0.027330, 0.051221, 0.182280, 0.182336, 0.223591, 10.000000, 43.594708,no
0.047942, 0.011842, 0.170064, 0.124411, 0.307867, 10.000000, 44.438538,no
0.044923, 0.043292, 0.185418, 0.160287, 0.184283, 10.000000, 45.736490,no
0.045466, 0.032101, 0.123644, 0.205757, 0.223693, 10.000000, 45.525508,no
0.037079, 0.053631, 0.223509, 0.197457, 0.282588, 10.000000, 40.985613,no
0.076259, 0.041852, 0.160040, 0.108925, 0.229854, 10.000000, 45.480839,no
0.042863, 0.050802, 0.115965, 0.149652, 0.280403, 10.000000, 46.778452,no
0.045472, 0.054721, 0.129591, 0.128542, 0.215726, 10.000000, 51.161694,no
0.035862, 0.031384, 0.115048, 0.119341, 0.292488, 10.000000, 51.797480,no
0.039734, 0.040836, 0.039202, 0.163783, 0.350728, 20.000000, 50.254621,no
0.016456, 0.043964, 0.210707, 0.162589, 0.236563, 10.000000, 45.650503,no
0.031015, 0.037902, 0.154211, 0.185921, 0.277331, 10.000000, 40.541912,no
0.078993, 0.082686, 0.124859, 0.189864, 0.262616, 10.000000, 44.367568,no
0.050971, 0.098651, 0.129390, 0.121354, 0.317523, 10.000000, 45.627666,no
0.034615, 0.013115, 0.192652, 0.124295, 0.307814, 10.000000, 45.756706,no
0.018879, 0.030705, 0.124321, 0.139067, 0.326250, 10.000000, 48.298931,no
0.026806, 0.042706, 0.150668, 0.163288, 0.230736, 10.000000, 48.264803,no
0.038132, 0.026440, 0.180738, 0.166133, 0.274848, 10.000000, 41.463977,no
0.044954, 0.044083, 0.166135, 0.202617, 0.195234, 10.000000, 41.514205,no
0.015552, 0.024931, 0.192684, 0.140213, 0.297593, 10.000000, 47.025398,no
0.032663, 0.034693, 0.084062, 0.200104, 0.237968, 10.000000, 50.436105,no
0.025313, 0.030203, 0.160697, 0.194948, 0.237280, 10.000000, 46.759766,no
0.035766, 0.076296, 0.126551, 0.156729, 0.328899, 10.000000, 43.726366,no
0.014489, 0.040949, 0.216410, 0.173434, 0.342030, 10.000000, 40.714827,no
0.058552, 0.048146, 0.147420, 0.129821, 0.324622, 10.000000, 44.710380,no
0.019814, 0.062959, 0.182904, 0.116502, 0.311637, 10.000000, 47.594433,no
0.033548, 0.038857, 0.194197, 0.136636, 0.271380, 10.000000, 44.424453,no
0.025434, 0.034928, 0.202341, 0.160920, 0.293588, 10.000000, 44.124118,no
0.036867, 0.027167, 0.165335, 0.128532, 0.331327, 10.000000, 44.856905,no
0.043313, 0.056133, 0.108154, 0.179930, 0.325596, 10.000000, 46.372163,no
0.032344, 0.050975, 0.179504, 0.188422, 0.214643, 10.000000, 45.246686,no
0.035413, 0.078492, 0.087946, 0.156556, 0.212133, 78.000000, 53.007602,no
0.041917, 0.064431, 0.158767, 0.137100, 0.318934, 10.000000, 46.051828,no
0.036543, 0.055128, 0.224589, 0.129364, 0.206850, 10.000000, 43.509025,no
0.039755, 0.065397, 0.222194, 0.150794, 0.243347, 10.000000, 42.726220,no
0.014960, 0.049844, 0.160319, 0.177025, 0.347323, 10.000000, 42.107353,no
0.051111, 0.037228, 0.203247, 0.148380, 0.222620, 10.000000, 44.029063,no
0.034485, 0.056713, 0.178869, 0.183115, 0.237843, 10.000000, 46.175843,no
0.040091, 0.046813, 0.177253, 0.215893, 0.242463, 10.000000, 39.216117,no
0.012720, 0.019782, 0.191038, 0.141312, 0.277952, 10.000000, 49.203636,no
0.050626, 0.043027, 0.157721, 0.185352, 0.245681, 10.000000, 44.443162,no
0.024169, 0.024846, 0.247934, 0.175431, 0.229741, 10.000000, 43.435778,no
0.024974, 0.023619, 0.133624, 0.169956, 0.301733, 10.000000, 47.901040,no
0.026217, 0.033632, 0.123176, 0.207578, 0.284268, 10.000000, 44.489499,no
0.079687, 0.112070, 0.197050, 0.139840, 0.221357, 10.000000, 41.544214,no
0.036107, 0.055714, 0.068033, 0.166108, 0.264919, 10.000000, 50.096698,no
0.026161, 0.029443, 0.146456, 0.147125, 0.215065, 10.000000, 49.300400,no
0.008804, 0.015454, 0.195890, 0.197481, 0.277017, 10.000000, 44.814325,no
0.048826, 0.071721, 0.123270, 0.157310, 0.334802, 10.000000, 44.900805,no
0.069413, 0.087356, 0.152567, 0.159822, 0.246799, 10.000000, 44.006206,no
0.025619, 0.051237, 0.204477, 0.196080, 0.313612, 10.000000, 38.152486,no
0.018827, 0.038588, 0.180765, 0.147762, 0.309441, 10.000000, 43.125538,no
0.026164, 0.051758, 0.098380, 0.168163, 0.286438, 10.000000, 52.789991,no
0.050409, 0.051229, 0.096007, 0.150217, 0.339398, 10.000000, 48.922958,no
0.036578, 0.031691, 0.142811, 0.211527, 0.334004, 10.000000, 41.409719,no
0.025930, 0.069313, 0.169089, 0.169418, 0.284004, 10.000000, 44.392051,no
0.054103, 0.110043, 0.171486, 0.165861, 0.265223, 10.000000, 41.255112,no
0.032169, 0.027127, 0.209562, 0.153731, 0.239735, 10.000000, 45.064714,no
0.018620, 0.042103, 0.177989, 0.157403, 0.214699, 10.000000, 47.057156,no
0.034450, 0.046179, 0.128753, 0.201097, 0.211673, 10.000000, 46.754708,no
0.028822, 0.059928, 0.208279, 0.141033, 0.260565, 10.000000, 41.984045,no
0.016292, 0.059360, 0.200255, 0.199981, 0.337398, 10.000000, 42.793359,no
0.045093, 0.044667, 0.157438, 0.143627, 0.333545, 10.000000, 44.930350,no
0.067032, 0.042584, 0.136069, 0.226315, 0.149909, 10.000000, 42.695400,no
0.031172, 0.034357, 0.181123, 0.148711, 0.309696, 10.000000, 44.951558,no
0.032213, 0.068409, 0.193360, 0.159519, 0.242902, 10.000000, 43.603999,no
0.018826, 0.051128, 0.180281, 0.155753, 0.291848, 10.000000, 47.888649,no
0.031114, 0.041491, 0.194588, 0.166080, 0.261072, 10.000000, 43.714221,no
0.081122, 0.058812, 0.220978, 0.169427, 0.208814, 10.000000, 39.982587,no
0.011877, 0.023474, 0.148495, 0.207032, 0.215027, 10.000000, 42.871603,no
0.070268, 0.057759, 0.159565, 0.130418, 0.346362, 10.000000, 41.121168,no
0.022844, 0.033506, 0.199676, 0.157164, 0.259145, 10.000000, 43.599835,no
0.007566, 0.041724, 0.211727, 0.174119, 0.212525, 10.000000, 41.488942,no
0.017038, 0.057719, 0.157980, 0.151691, 0.303853, 10.000000, 45.677754,no
0.008197, 0.034175, 0.181613, 0.160934, 0.246118, 10.000000, 48.493196,no
0.028091, 0.020719, 0.128076, 0.155103, 0.316509, 10.000000, 44.266150,no
0.031262, 0.028841, 0.233405, 0.167409, 0.249777, 10.000000, 42.322505,no
0.066815, 0.050440, 0.097746, 0.218100, 0.308359, 10.000000, 39.528206,no
0.036287, 0.063682, 0.236987, 0.193210, 0.205873, 10.000000, 41.874157,no
0.053578, 0.014648, 0.229414, 0.180772, 0.256206, 10.000000, 39.566773,no
0.040664, 0.068372, 0.152853, 0.178935, 0.294458, 10.000000, 41.045333,no
0.036577, 0.036355, 0.113716, 0.157741, 0.271558, 10.000000, 49.312454,no
0.016384, 0.043368, 0.192603, 0.192404, 0.221015, 10.000000, 45.141006,no
0.027755, 0.038230, 0.148375, 0.138187, 0.292344, 10.000000, 44.456605,no
0.039743, 0.025133, 0.115220, 0.173085, 0.321881, 10.000000, 48.578930,no
0.018407, 0.014776, 0.166609, 0.160427, 0.315306, 10.000000, 45.389903,no
0.101393, 0.026992, 0.121558, 0.133272, 0.226818, 10.000000, 47.428575,no
0.017608, 0.022634, 0.183730, 0.183588, 0.297100, 10.000000, 44.013613,no
0.019690, 0.056727, 0.161095, 0.118330, 0.235668, 10.000000, 48.307559,no
0.041835, 0.025677, 0.199612, 0.133302, 0.241138, 10.000000, 46.240093,no
0.034589, 0.063374, 0.148623, 0.158254, 0.283790, 10.000000, 45.693944,no
0.031478, 0.042983, 0.215781, 0.122406, 0.286473, 10.000000, 44.763955,no
0.033467, 0.067757, 0.144943, 0.165022, 0.269446, 10.000000, 46.451063,no
0.026960, 0.035711, 0.228665, 0.163540, 0.265797, 10.000000, 39.496142,no
0.088224, 0.091015, 0.149168, 0.190482, 0.291973, 10.000000, 39.272075,no
0.040286, 0.070375, 0.162803, 0.169261, 0.264198, 10.000000, 47.960795,no
0.022280, 0.041780, 0.082387, 0.242691, 0.255776, 10.000000, 47.841697,no
0.033394, 0.053513, 0.200089, 0.133308, 0.245453, 10.000000, 45.665878,no
0.041147, 0.044106, 0.213804, 0.125703, 0.244186, 10.000000, 44.257403,no
0.032085, 0.060842, 0.086000, 0.253744, 0.296371, 10.000000, 44.394959,no
0.034894, 0.083938, 0.170237, 0.212271, 0.236439, 10.000000, 39.897664,no
0.039223, 0.039250, 0.139433, 0.122107, 0.229562, 10.000000, 49.117480,no
0.023982, 0.040896, 0.143890, 0.207826, 0.282545, 10.000000, 44.049340,no
0.042334, 0.047458, 0.175046, 0.116631, 0.362603, 10.000000, 41.292841,no
0.025097, 0.087545, 0.231471, 0.165832, 0.254881, 10.000000, 39.258217,no
0.023179, 0.036658, 0.155878, 0.108258, 0.351951, 10.000000, 48.714057,no
0.053386, 0.043276, 0.188566, 0.166550, 0.217805, 10.000000, 42.950819,no
0.027906, 0.036480, 0.130725, 0.151983, 0.294204, 10.000000, 48.919677,no
0.053748, 0.078619, 0.094750, 0.124234, 0.375068, 10.000000, 45.619729,no
0.018941, 0.059632, 0.191416, 0.128912, 0.287963, 10.000000, 44.706519,no
0.023642, 0.042670, 0.191451, 0.282813, 0.205210, 10.000000, 40.873497,no
0.045778, 0.030132, 0.119392, 0.191451, 0.277547, 10.000000, 46.809976,no
0.032960, 0.029281, 0.156134, 0.130081, 0.235073, 10.000000, 48.279432,no
0.067484, 0.069184, 0.152335, 0.127513, 0.251831, 10.000000, 47.826860,no
0.016741, 0.015160, 0.233649, 0.171738, 0.258937, 10.000000, 42.600876,no
0.039486, 0.019118, 0.073348, 0.193934, 0.280451, 10.000000, 50.328431,no
0.071177, 0.023967, 0.176535, 0.203796, 0.250516, 10.000000, 40.730366,no
0.028528, 0.039638, 0.144254, 0.136255, 0.290707, 10.000000, 47.041184,no
0.035392, 0.038056, 0.156828, 0.206432, 0.253165, 10.000000, 43.019334,no
0.057027, 0.045657, 0.122719, 0.113820, 0.349469, 10.000000, 48.494809,no
0.034469, 0.005243, 0.164047, 0.175276, 0.296795, 10.000000, 44.830648,no
0.016805, 0.034392, 0.130991, 0.200181, 0.238458, 10.000000, 44.679393,no
0.047821, 0.017659, 0.116123, 0.139126, 0.296677, 10.000000, 48.195240,no
0.017803, 0.045685, 0.110759, 0.181148, 0.245319, 10.000000, 50.058299,no
0.068201, 0.066861, 0.166421, 0.178429, 0.218235, 10.000000, 42.271851,no
0.039223, 0.023609, 0.141195, 0.215529, 0.260396, 10.000000, 43.776456,no
0.010624, 0.013437, 0.142386, 0.159192, 0.323377, 10.000000, 49.244022,no
0.035439, 0.039975, 0.134299, 0.185778, 0.302272, 10.000000, 44.488804,no
0.052901, 0.061097, 0.103649, 0.135795, 0.251002, 10.000000, 47.668050,no
0.033112, 0.057935, 0.165368, 0.147493, 0.301440, 10.000000, 46.477042,no
0.016927, 0.040541, 0.133853, 0.162763, 0.352352, 10.000000, 45.779302,no
0.049914, 0.030671, 0.152030, 0.147841, 0.283569, 10.000000, 46.763523,no
0.027182, 0.034405, 0.187958, 0.166944, 0.293474, 10.000000, 44.087016,no
0.018092, 0.058916, 0.088957, 0.200243, 0.320364, 10.000000, 47.899855,no
0.028204, 0.054554, 0.138719, 0.218600, 0.295715, 10.000000, 42.128810,no
0.026930, 0.054879, 0.154233, 0.216093, 0.251046, 10.000000, 44.075385,no
0.031517, 0.036324, 0.184961, 0.189343, 0.276362, 10.000000, 43.372045,no
0.015268, 0.048733, 0.195000, 0.145784, 0.302018, 10.000000, 42.760419,no
0.055056, 0.037529, 0.103316, 0.180442, 0.300680, 10.000000, 44.048740,no
0.042129, 0.049697, 0.096636, 0.221544, 0.258301, 10.000000, 46.167268,no
0.023371, 0.093737, 0.167538, 0.139463, 0.194675, 10.000000, 45.890709,no
0.018692, 0.031495, 0.173568, 0.095909, 0.337853, 10.000000, 46.932220,no
0.039581, 0.013362, 0.137734, 0.235319, 0.261339, 10.000000, 45.352320,no
0.048804, 0.070496, 0.204221, 0.177574, 0.223641, 10.000000, 41.096075,no
0.023880, 0.018816, 0.134450, 0.152598, 0.307419, 10.000000, 48.106525,no
0.024080, 0.026541, 0.145297, 0.212489, 0.323533, 10.000000, 43.353457,no
0.070704, 0.043574, 0.165816, 0.155790, 0.242484, 10.000000, 41.996417,no
0.043467, 0.042648, 0.167966, 0.194603, 0.236650, 10.000000, 45.019960,no
0.042598, 0.047376, 0.255103, 0.185917, 0.254110, 10.000000, 38.768474,no
0.053197, 0.046624, 0.080565, 0.197619, 0.334410, 20.000000, 45.248283,no
0.021808, 0.031915, 0.164194, 0.193089, 0.227696, 10.000000, 47.096251,no
0.019550, 0.025733, 0.090602, 0.154149, 0.259101, 10.000000, 49.672216,no
0.064338, 0.040621, 0.136760, 0.079909, 0.253539, 10.000000, 50.178629,no
0.034974, 0.041943, 0.124213, 0.120607, 0.355526, 10.000000, 44.531247,no
0.057968, 0.093171, 0.124936, 0.127307, 0.279432, 10.000000, 43.677660,no
0.020019, 0.028411, 0.214730, 0.189553, 0.272620, 10.000000, 41.653102,no
0.035857, 0.053883, 0.162300, 0.147775, 0.256640, 10.000000, 47.570601,no
0.069646, 0.050421, 0.204885, 0.137604, 0.200466, 10.000000, 39.314104,no
0.060684, 0.064744, 0.124239, 0.123087, 0.298494, 10.000000, 45.793714,no
0.013173, 0.057668, 0.181408, 0.194646, 0.314715, 10.000000, 41.546539,no
0.019878, 0.049053, 0.088666, 0.175676, 0.224866, 10.000000, 50.802061,no
0.012005, 0.044283, 0.179736, 0.114292, 0.377037, 10.000000, 43.800157,no
0.021418, 0.047093, 0.182544, 0.203083, 0.281973, 10.000000, 41.885563,no
0.081869, 0.074819, 0.158939, 0.173781, 0.284073, 10.000000, 42.727207,no
0.034329, 0.028602, 0.161416, 0.166048, 0.301218, 10.000000, 44.704235,no
0.015063, 0.035949, 0.129069, 0.173750, 0.230631, 10.000000, 47.684816,no
0.047899, 0.058035, 0.111712, 0.195733, 0.248325, 10.000000, 45.077619,no
0.024459, 0.035572, 0.184465, 0.167482, 0.255325, 10.000000, 44.385237,no
0.065973, 0.030582, 0.110173, 0.172216, 0.275545, 10.000000, 47.136527,no
0.055411, 0.048540, 0.152126, 0.116584, 0.339825, 10.000000, 44.294752,no
0.022798, 0.099668, 0.099415, 0.149321, 0.220679, 10.000000, 47.615933,no
0.034362, 0.055395, 0.169552, 0.154083, 0.336483, 10.000000, 42.324524,no
0.027371, 0.035065, 0.125415, 0.108535, 0.329267, 10.000000, 50.690568,no
0.044692, 0.071145, 0.117149, 0.201370, 0.279393, 10.000000, 44.883420,no
0.031967, 0.035888, 0.138228, 0.151715, 0.265738, 10.000000, 49.322395,no
0.033448, 0.021362, 0.183338, 0.136507, 0.313906, 10.000000, 44.515768,no
0.034956, 0.069095, 0.112831, 0.113597, 0.297171, 10.000000, 46.977068,no
0.006866, 0.045637, 0.221810, 0.139461, 0.277833, 10.000000, 44.644201,no
0.016047, 0.043647, 0.114979, 0.155262, 0.303907, 10.000000, 49.970012,no
0.026010, 0.021600, 0.127353, 0.140071, 0.286337, 10.000000, 48.262094,no
0.070630, 0.065058, 0.122980, 0.183186, 0.258629, 10.000000, 44.631216,no
0.040791, 0.034973, 0.188161, 0.164349, 0.286554, 10.000000, 43.477077,no
0.032970, 0.077938, 0.168035, 0.181217, 0.300415, 10.000000, 41.336750,no
0.037388, 0.036874, 0.152003, 0.206730, 0.246592, 10.000000, 43.891323,no
0.023462, 0.019006, 0.094081, 0.124801, 0.344560, 10.000000, 45.503350,no
0.040983, 0.047927, 0.099976, 0.125623, 0.256245, 10.000000, 47.743061,no
0.026622, 0.046411, 0.171596, 0.167424, 0.251998, 10.000000, 42.325667,no
0.019718, 0.046175, 0.183578, 0.201889, 0.250109, 10.000000, 45.039519,no
0.023888, 0.060427, 0.138949, 0.187973, 0.250465, 10.000000, 43.887707,no
0.015253, 0.009254, 0.117923, 0.183713, 0.283792, 10.000000, 48.092433,no
0.030967, 0.042993, 0.162504, 0.119187, 0.328428, 10.000000, 45.002664,no
0.055685, 0.023687, 0.124920, 0.137304, 0.308826, 10.000000, 47.497373,no
0.011783, 0.026217, 0.145901, 0.165378, 0.267655, 10.000000, 48.641058,no
0.047781, 0.074578, 0.181262, 0.157616, 0.264778, 10.000000, 43.150355,no
0.015268, 0.026494, 0.171956, 0.172287, 0.279962, 10.000000, 45.264939,no
0.050612, 0.027214, 0.105642, 0.142394, 0.282651, 10.000000, 47.450486,no
0.048776, 0.042040, 0.172392, 0.212448, 0.233419, 10.000000, 41.547920,no
0.042684, 0.025762, 0.188367, 0.163702, 0.256462, 10.000000, 45.158074,no
0.029250, 0.031236, 0.177530, 0.184949, 0.303381, 10.000000, 43.886308,no
0.040434, 0.051434, 0.184850, 0.165826, 0.277075, 10.000000, 42.907617,no
0.038254, 0.029775, 0.115181, 0.214858, 0.284374, 10.000000, 46.102231,no
0.023991, 0.035537, 0.222124, 0.195042, 0.148494, 10.000000, 44.346074,no
0.018055, 0.038549, 0.175246, 0.192269, 0.197564, 10.000000, 45.393774,no
0.033547, 0.048250, 0.246112, 0.124830, 0.266451, 10.000000, 44.170805,no
0.055861, 0.047900, 0.151788, 0.187475, 0.323232, 10.000000, 39.823099,no
0.025511, 0.072248, 0.125223, 0.154018, 0.236181, 10.000000, 48.772531,no
0.048084, 0.031755, 0.132574, 0.174415, 0.275173, 10.000000, 45.040164,no
0.036984, 0.086732, 0.164805, 0.131925, 0.279484, 10.000000, 41.305713,no
0.061851, 0.029304, 0.110393, 0.224342, 0.268217, 10.000000, 45.230004,no
0.036588, 0.033263, 0.180622, 0.162886, 0.286829, 10.000000, 43.280968,no
0.035120, 0.017672, 0.146994, 0.123710, 0.321264, 10.000000, 49.220194,no
0.023973, 0.038053, 0.077672, 0.210366, 0.297903, 10.000000, 46.530799,no
0.010430, 0.013421, 0.135101, 0.188355, 0.329659, 10.000000, 47.165537,no
0.025650, 0.035413, 0.162998, 0.230342, 0.242018, 10.000000, 41.640717,no
0.025262, 0.043379, 0.084851, 0.236821, 0.313730, 10.000000, 46.491149,no
0.068909, 0.072260, 0.140463, 0.179093, 0.222316, 10.000000, 42.789617,no
0.058280, 0.061882, 0.115234, 0.125667, 0.321082, 10.000000, 49.621852,no
0.021833, 0.011104, 0.134666, 0.168955, 0.348144, 56.000000, 47.679318,no
0.046980, 0.014906, 0.187038, 0.155776, 0.252247, 10.000000, 45.675362,no
0.033024, 0.087371, 0.126842, 0.138315, 0.207171, 0.000000, 43.790224,no
0.038052, 0.054955, 0.189958, 0.125652, 0.337660, 10.000000, 42.091401,no
0.037269, 0.063925, 0.200310, 0.185475, 0.246502, 10.000000, 41.908164,no
0.060814, 0.113220, 0.150148, 0.142413, 0.228758, 10.000000, 40.541086,no
0.029406, 0.059215, 0.212762, 0.112459, 0.300377, 10.000000, 43.767396,no
0.012771, 0.039717, 0.160166, 0.145644, 0.256348, 10.000000, 46.554568,no
0.049320, 0.042384, 0.215603, 0.196922, 0.242916, 10.000000, 39.442183,no
0.097131, 0.085073, 0.104869, 0.173732, 0.275748, 10.000000, 41.739053,no
0.008154, 0.062529, 0.143613, 0.224242, 0.257888, 10.000000, 44.486791,no
0.016979, 0.031310, 0.161097, 0.256714, 0.230681, 10.000000, 43.757337,no
0.018989, 0.059512, 0.093178, 0.211072, 0.311914, 20.000000, 45.716799,no
0.092873, 0.049514, 0.099798, 0.168308, 0.260389, 10.000000, 45.453870,no
0.014767, 0.036326, 0.202750, 0.174207, 0.242451, 10.000000, 44.887216,no
0.033318, 0.049998, 0.119845, 0.173319, 0.244615, 10.000000, 48.965265,no
0.025419, 0.044215, 0.122946, 0.116567, 0.338543, 10.000000, 44.528330,no
0.061556, 0.060140, 0.147533, 0.172690, 0.287735, 10.000000, 42.383175,no
0.034920, 0.052904, 0.190947, 0.189940, 0.283075, 10.000000, 42.369889,no
0.061004, 0.032667, 0.086717, 0.108778, 0.305792, 53.000000, 49.985591,no
0.030306, 0.032967, 0.117176, 0.176393, 0.324684, 10.000000, 47.570263,no
0.046185, 0.048307, 0.080304, 0.162671, 0.256319, 10.000000, 50.487551,no
0.055048, 0.064184, 0.117931, 0.213016, 0.237392, 10.000000, 47.067541,no
0.014604, 0.045835, 0.135553, 0.182180, 0.327893, 10.000000, 45.928979,no
0.045136, 0.047962, 0.186701, 0.124360, 0.275794, 10.000000, 44.776419,no
0.049671, 0.038206, 0.187289, 0.122355, 0.348411, 10.000000, 41.973242,no
0.017904, 0.068191, 0.130910, 0.208026, 0.239239, 10.000000, 45.513299,no
0.067576, 0.016179, 0.104895, 0.247011, 0.375286, 30.000000, 42.425306,no
0.067839, 0.046470, 0.116475, 0.214901, 0.245256, 10.000000, 44.633409,no
0.027385, 0.028283, 0.154015, 0.140435, 0.321381, 10.000000, 48.174456,no
0.091681, 0.048984, 0.102596, 0.156311, 0.299939, 10.000000, 42.244154,no
0.024997, 0.015173, 0.123040, 0.198785, 0.255513, 10.000000, 48.583723,no
0.021786, 0.029986, 0.126664, 0.152941, 0.308733, 10.000000, 49.688837,no
0.019095, 0.033360, 0.059016, 0.406238, 0.252302, 20.000000, 41.221017,help
0.024481, 0.060055, 0.057824, 0.300237, 0.284035, 20.000000, 43.531500,help
0.051059, 0.098002, 0.083959, 0.241009, 0.315569, 20.000000, 42.395648,help
0.050105, 0.033165, 0.033135, 0.268902, 0.352696, 20.000000, 46.668660,help
0.052883, 0.068015, 0.038363, 0.301590, 0.258673, 20.000000, 43.722606,help
0.038181, 0.042674, 0.060485, 0.260048, 0.274195, 20.000000, 46.358523,help
0.028165, 0.037532, 0.076246, 0.227642, 0.204522, 20.000000, 47.525496,help
0.029127, 0.029438, 0.027893, 0.243086, 0.342292, 40.000000, 47.730023,help
0.040639, 0.096302, 0.036618, 0.236211, 0.280909, 20.000000, 45.143903,help
0.020337, 0.054538, 0.043896, 0.217937, 0.255687, 20.000000, 50.226994,help
0.062012, 0.052799, 0.026398, 0.331786, 0.280221, 20.000000, 42.526518,help
0.035913, 0.029688, 0.019072, 0.316704, 0.251853, 20.000000, 48.871900,help
0.026304, 0.039206, 0.064869, 0.250829, 0.292582, 20.000000, 45.295299,help
0.023671, 0.018721, 0.040400, 0.262309, 0.260513, 20.000000, 50.287164,help
0.022428, 0.038030, 0.026358, 0.294867, 0.208375, 20.000000, 50.393047,help
0.071276, 0.102935, 0.046765, 0.197260, 0.355893, 40.000000, 43.579520,help
0.030720, 0.067303, 0.056899, 0.226967, 0.246361, 20.000000, 44.910601,help
0.033367, 0.099463, 0.052642, 0.258443, 0.324744, 20.000000, 41.701136,help
0.007505, 0.032353, 0.074488, 0.333925, 0.261961, 20.000000, 44.399884,help
0.051242, 0.049330, 0.039470, 0.287125, 0.242808, 20.000000, 46.832083,help
0.031787, 0.039920, 0.092921, 0.193267, 0.307202, 20.000000, 48.716035,help
0.014853, 0.036210, 0.037655, 0.369642, 0.323667, 20.000000, 43.457459,help
0.016128, 0.038502, 0.092998, 0.274465, 0.304858, 20.000000, 45.956437,help
0.030226, 0.038638, 0.050179, 0.343450, 0.260929, 20.000000, 43.871625,help
0.018952, 0.017927, 0.022357, 0.327248, 0.248542, 20.000000, 49.183340,help
0.020974, 0.031269, 0.066065, 0.238151, 0.261520, 20.000000, 46.680649,help
0.019590, 0.019997, 0.076119, 0.261416, 0.295692, 20.000000, 44.703970,help
0.053482, 0.044720, 0.037966, 0.313018, 0.283348, 20.000000, 43.499871,help
0.019051, 0.027778, 0.014709, 0.359134, 0.235411, 20.000000, 45.747059,help
0.031313, 0.039702, 0.060045, 0.242131, 0.301915, 20.000000, 48.549633,help
0.028860, 0.025232, 0.042409, 0.249870, 0.259230, 85.000000, 46.822694,help
0.035689, 0.106551, 0.085263, 0.219166, 0.276349, 20.000000, 43.394766,help
0.033314, 0.020206, 0.046405, 0.317136, 0.283640, 20.000000, 46.028369,help
0.040545, 0.058189, 0.059329, 0.279519, 0.279721, 20.000000, 46.590930,help
0.028557, 0.020117, 0.011886, 0.207323, 0.409274, 20.000000, 49.608662,help
0.012496, 0.031662, 0.024341, 0.254971, 0.264538, 20.000000, 49.996049,help
0.016561, 0.029340, 0.072377, 0.327416, 0.291399, 20.000000, 42.942120,help
0.059563, 0.066799, 0.054621, 0.209793, 0.306667, 4.000000, 47.055440,help
0.041836, 0.063332, 0.040720, 0.267894, 0.250135, 20.000000, 45.994469,help
0.024609, 0.041253, 0.072876, 0.337277, 0.281971, 20.000000, 44.837226,help
0.030051, 0.015176, 0.046066, 0.197314, 0.368368, 20.000000, 50.354657,help
